Tanggal,Ticker,Teks_Berita,Nilai_Sentimen,Harga_Penutupan_Saham,Volume,Target_Label
2026-04-24,BBCA.JK,BCA: Dampak Pelemahan Rupiah ke Portofolio Kredit Tak Signifikan - Bloomberg Technoz,0.0,6050.0,435004800,0
2026-04-24,BBCA.JK,BCA Sebut Pelemahaan Rupiah Tidak Berdampak Signifikan pada Kredit - AsatuNews.co.id,0.0,6050.0,435004800,0
2026-04-23,BBCA.JK,"BCA (BBCA) Siap Bagikan Dividen Interim di Kuartal II, III dan IV 2026 - InvestorTrust",0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,"Bukan BBCA, Saham Bank Ini Diramal Ngacir 54%, Laba Rp53 Triliun - investor.id",0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,"Saham BBCA Murah, Asing Keluar Rp 22 T tapi Bakal Balik Lagi - investor.id",0.0,6425.0,95913400,0
2026-04-23,BBCA.JK,🏦 BBCA: Laba Bersih 1Q26 +4% YoY; Pembagian Dividen Kuartalan - Stockbit Snips,0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,Kabar Gembira! BCA Siap Tebar Dividen Interim 3 Kali Setahun Mulai 2026 - Infobanknews,0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,Direktur BCA Bocorkan Rencana Bagi-bagi Dividen Interim 2026 - Bloomberg Technoz,0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,"BCA Cetak Laba Rp 14,7 T dalam 3 Bulan, Naik 3,8% - detikFinance",0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,"BBCA Raup Laba Rp14,7 Triliun - investor.id",0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,"Naik 3,8%, BBCA Cetak Laba Rp14,7 T di Kuartal I-2026 - Bloomberg Technoz",0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,Ramadan dan Idulfitri Bikin Laba BCA (BBCA) Melambung pada Kuartal I 2026 - Katadata.co.id,0.6,6425.0,95913400,0
2026-04-23,BBCA.JK,"Portofolio Kredit Valas Kecil, Pelemahan Rupiah Tak Ganggu Kinerja BCA - Liputan6.com",0.0,6425.0,95913400,0
2026-04-22,BBCA.JK,Saham BBCA Bisa Mentok ke Batas Atas - investor.id,0.0,6450.0,95673700,0
2026-04-22,BBCA.JK,Cheng Yu Pilihan Vice President of Digital Services PT Bank Central Asia Tbk Jayanti Zainal: Le Zai Qi Zhong - harian.disway.id - HARIAN DISWAY,0.0,6450.0,95673700,0
2026-04-21,BBCA.JK,Saham BBCA Bisa Mentok Segini - investor.id,0.0,6500.0,112151900,0
2026-04-21,BBCA.JK,"Net Buy Berlanjut Rp 473,92 Miliar, Investor Asing Borong Saham Berikut - InvestorTrust",0.0,6500.0,112151900,0
2026-04-21,BBCA.JK,"Ada yang Ramal BBCA Naik 54%, Waktunya Serok? - investor.id",0.6,6500.0,112151900,0
2026-04-21,BBCA.JK,Direksi BCA Borong Saham Perusahaan Saat Harga Terkoreksi - Babel Insight,-0.6,6500.0,112151900,0
2026-04-21,BBCA.JK,"Direksi Borong BBCA Saat Turun, Sinyal Kuat Harga Bisa Tembus Rp10.000? - Medcom.id",-0.6,6500.0,112151900,0
2026-04-21,BBCA.JK,"Saham BBCA Dibanting, Asing Banyak Lepas - investor.id",0.0,6500.0,112151900,0
2026-04-20,BBCA.JK,"Manajemen BCA Tambah Kepemilikan Saham BBCA, Pasar Cermati Sinyal Positif - InvestorTrust",0.6,6475.0,137435700,1
2026-04-20,BBCA.JK,"Kinerja Tergolong Solid, Tapi Kenapa Saham BBCA Masih Terus Tertekan? - kontan.co.id",0.0,6475.0,137435700,1
2026-04-20,BBCA.JK,Rebound saham bank menanti rupiah pulih dan rebalancing MSCI - IDNFinancials,0.0,6475.0,137435700,1
2026-04-20,BBCA.JK,"Saham BCA diborong direksi saat turun, Pengamat: Kesempatan langka - Antara News jatim",-0.6,6475.0,137435700,1
2026-04-20,BBCA.JK,"Direksi BCA Kompak Borong Saham, Pengamat Proyeksi Saham BBCA Tembus Segini - Infobanknews",0.0,6475.0,137435700,1
2026-04-20,BBCA.JK,"Direksi BCA Borong Saham Saat Turun, Sinyal Kuat ke Investor - Kompas.com",-0.6,6475.0,137435700,1
2026-04-20,BBCA.JK,Potensi Naik Saham BBCA - investor.id,0.6,6475.0,137435700,1
2026-04-20,BBCA.JK,"Direksi BCA Borong Saham, BBCA Siap Menuju Level Rp10.000 - beritajatim.com",0.0,6475.0,137435700,1
2026-04-20,BBCA.JK,Direksi BCA Borong Saham Perusahaan Saat Harga Berfluktuasi - AsatuNews.co.id,0.0,6475.0,137435700,1
2026-04-20,BBCA.JK,"Saat Orang Dalam Borong BBCA, Sinyal Emas di Balik Diskon Saham Bank Raksasa - TIMES Indonesia",0.0,6475.0,137435700,1
2026-04-17,BBCA.JK,"Saham BBCA Babak Belur Diamuk Asing, Harga Bisa ke Sini - investor.id",0.0,6425.0,156827000,1
2026-04-17,BBCA.JK,"Asing Lepas Saham BBCA, BBRI, dan BMRI, IHSG Gagal Bertahan di Level 7.700 - Kompas.com",0.0,6425.0,156827000,1
2026-04-17,BBCA.JK,Saham BBCA Bisa Jadi Segini - investor.id,0.0,6425.0,156827000,1
2026-04-16,BBCA.JK,Saham BBCA Jangan-jangan Jadi Segini - investor.id,0.0,6525.0,122416100,0
2026-04-16,BBCA.JK,"Asing Net Sell Rp1,01 Triliun, Saham BBCA, BBRI, hingga BMRI Paling Banyak Dilego - Infobanknews",-0.6,6525.0,122416100,0
2026-04-16,BBCA.JK,"Menggempur Saham Termasyhur, dari BBCA hingga BUMI - investor.id",0.0,6525.0,122416100,0
2026-04-16,BBCA.JK,"Asing Buang Saham BBCA, Harga Bisa Mentok ke Sini - investor.id",0.0,6525.0,122416100,0
2026-04-15,BBCA.JK,Investor Asing Diam-diam Borong Saham BBCA dan BBRI - Bloomberg Technoz,0.0,6550.0,104880600,0
2026-04-15,BBCA.JK,"IHSG Melonjak 2,34 Persen, Asing Borong Saham BBCA, BBRI, dan EMAS - Kompas.com",0.0,6550.0,104880600,0
2026-04-14,BBCA.JK,Investor Asing Diam-diam Borong Saham BBCA dan BBRI - Market - Bloomberg Technoz,0.0,6750.0,105010900,0
2026-04-14,BBCA.JK,"Saham BBCA Jadi Rebutan Asing, Harga Bisa Bergerak ke Sini - investor.id",0.0,6750.0,105010900,0
2026-04-13,BBCA.JK,Pergeseran di Saham BBCA - investor.id,0.0,6575.0,81955300,1
2026-04-13,BBCA.JK,Nasabah BCA Wajib Tahu! Rekening Saldo Rp 0 selama 6 Bulan Bakal Ditutup Otomatis - Liputan6.com,0.0,6575.0,81955300,1
2026-04-13,BBCA.JK,BCA Bakal Tutup Rekening yang Saldonya Rp 0 Selama 6 Bulan - detikFinance,0.0,6575.0,81955300,1
2026-04-13,BBCA.JK,"Nasabah BCA Jangan Lupa, jika Saldo Rekening Rp0 selama 6 Bulan, Ditutup Otomatis - netralnews.com",0.0,6575.0,81955300,1
2026-04-10,BBCA.JK,"Kinerja 2025 Ciamik, Saham BBCA Diproyeksi Kembali Menguat - Infobanknews",0.6,6700.0,167336100,0
2026-04-10,BBCA.JK,Situasi di Saham BBCA Mulai Berbeda - investor.id,0.0,6700.0,167336100,0
2026-04-10,BBCA.JK,Analis Proyeksikan Saham BCA Bangkit Usai Koreksi 19% di Awal 2026 - kabarbisnis.com,0.0,6700.0,167336100,0
2026-04-10,BBCA.JK,"Saham BBCA Melonjak 2,32% pada Perdagangan 10 April 2026 - AsatuNews.co.id",0.0,6700.0,167336100,0
2026-04-10,BBCA.JK,Anomali Pasar: Saham BCA Diprediksi Melejit Seiring Koreksi Valuasi yang Dinanti - Obor Keadilan,0.0,6700.0,167336100,0
2026-04-10,BBCA.JK,"IHSG ke level tertinggi 1 bulan, didukung saham bank hingga Barito - IDNFinancials",0.0,6700.0,167336100,0
2026-04-10,BBCA.JK,"Jarang Terjadi! Saham BCA Undervalued, Analis Prediksi Harganya Bakal Lari - VIVA.co.id",0.6,6700.0,167336100,0
2026-04-09,BBCA.JK,"Saham BBCA Terkoreksi 19% di 2026, Ini Sinyal yang Perlu Kamu Cermati! - Ajaib",-0.6,6475.0,182409800,1
2026-04-09,BBCA.JK,Analis Soal Saham BBCA: Fenomena Undervalued Langka untuk Saham Kelas Kasta Tertinggi - kontan.co.id,0.6,6475.0,182409800,1
2026-04-09,BBCA.JK,"Saham Big Banks Melemah Lagi, BBCA Paling Banyak Dijual Asing Pada Kamis (9/4/2026) - TradingView",-0.6,6475.0,182409800,1
2026-04-09,BBCA.JK,"Fundamental Kuat, Saham BBCA Diproyeksi Bangkit Usai Koreksi Dalam - Kompas.com",0.0,6475.0,182409800,1
2026-04-09,BBCA.JK,"Asing Tiba-tiba Net Sell Gede, BBCA hingga BUMI Dilibas - investor.id",-0.6,6475.0,182409800,1
2026-04-09,BBCA.JK,Saham BBCA Bisa Naik ke Pucuk - investor.id,0.6,6475.0,182409800,1
2026-04-09,BBCA.JK,Berapa Gaji Magang Bakti BCA 2026? Intip Besarannya - Bloomberg Technoz,0.0,6475.0,182409800,1
2026-04-08,BBCA.JK,"Kinerja 2025 Solid, Saham BBCA Diproyeksi Menguat - MetroTVNews.com",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Dividen Rp 281 per Saham Cair, Situasi Mulai Berubah - investor.id",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Sudah Turun 19%, Saham BBCA Diproyeksi Bangkit Oleh Warta Ekonomi - Investing.com Indonesia",-0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Cek Rekening! Hari Ini Pembayaran Dividen Saham BBCA, Total Dana Rp 41,3 Triliun - TradingView",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Cek Rekening! Hari Ini Pembayaran Dividen Saham BBCA, Total Dana Rp 41,3 Triliun - kontan.co.id",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"BCA Salurkan Dividen Hari Ini Rp 281 per Saham, Total Rp 41,3 T untuk Tahun 2025 - kumparan.com - Kumparan.com",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Dividen Saham BCA (BBCA) Cair Rp 41,3 Triliun pada 8 April 2026 di Tengah Pelemahan Harga - AsatuNews.co.id",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,BCA Salurkan Dividen Tunai Rp 336 per Saham untuk Tahun Buku 2025 - AsatuNews.co.id,0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,Torehan Kinerja Cemerlang di 2025 Diproyeksi Dongkrak Saham BBCA - RM.ID,0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Resmi Cair Hari Ini, Dividen BBCA Rp 336 Per Saham - Kompas.com",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Dividen BCA (BBCA) cair besok Rabu (8/4), segini estimasi jatah Anthoni Salim - MSN",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,Yang Bikin Saham BBRI BBCA Cs Loncat - investor.id,0.0,6750.0,163594000,0
2026-04-08,BBCA.JK,Dividen BBCA Tanpa ‘ Trap - investor.id,0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Bank BCA Tertekan di Awal 2026, Analis Soroti Kinerja Keuangan Kuat di Tengah Koreksi Pasar - MediaKompeten",0.0,6750.0,163594000,0
2026-04-08,BBCA.JK,"Saham BBCA Hari Ini 8 April 2026 Naik 4,62%, Sentuh Level Segini - Liputan6.com",0.6,6750.0,163594000,0
2026-04-08,BBCA.JK,"Saham BBCA Diproyeksikan Bakal Melejit Kembali, Punya Fundamental Kuat “Anti Badai” - Suara Merdeka Jakarta - Suara Merdeka Jakarta",0.0,6750.0,163594000,0
2026-04-07,BBCA.JK,"Saham BBCA Disorot, Fenomena Langka - investor.id",0.0,6500.0,65168700,1
2026-04-07,BBCA.JK,"Dividen BCA (BBCA) Cair Besok Rabu (8/4), Segini Estimasi Jatah Anthoni Salim - Bisnis.com",0.6,6500.0,65168700,1
2026-04-06,BBCA.JK,"Saham BBCA Melemah Lagi, Simak Penyebab Tekanannya - Ajaib",-0.6,6500.0,57914600,0
2026-04-06,BBCA.JK,"Saham BBCA Mendadak Anjlok Lagi, Ini Biang Keroknya - investor.id",-0.6,6500.0,57914600,0
2026-04-06,BBCA.JK,"IHSG Dibuka Turun: Saham BBCA, BMRI, dan ANTM Masih Menguat - TopBusiness.id",0.0,6500.0,57914600,0
2026-04-06,BBCA.JK,"Deretan Portofolio Saham Jumbo Anthoni Salim, dari DCII, DNET, EMTK Hingga BBCA - Bisnis Indonesia Premium",0.0,6500.0,57914600,0
2026-04-06,BBCA.JK,Saham BBCA Siap Melonjak ke Batas Atas - investor.id,0.0,6500.0,57914600,0
2026-04-06,BBCA.JK,"BBRI BBCA Cs Diterawang, Nasibnya Bisa Begini - investor.id",0.0,6500.0,57914600,0
2026-04-06,BBCA.JK,Green SM Tandatangani Pinjaman Investasi Rp 600 dengan BCA - Marketeers,0.0,6500.0,57914600,0
2026-04-02,BBCA.JK,Kisi-Kisi Target Harga Saham BCA (BBCA) Terbaru Jelang Guyuran Dividen 2026 - Bisnis Indonesia Premium,0.6,6575.0,72725400,0
2026-04-02,BBCA.JK,"Terdampak Gempa Bitung, BCA (BBCA) Hentikan Sementara Operasional 2 Kantor Cabang - Bisnis.com",0.0,6575.0,72725400,0
2026-04-02,BBCA.JK,"BCA Buka Lowongan Relationship Officer Program 2026, Ini Benefit, Syarat, dan Tahapan Seleksinya - Kompas.tv",0.0,6575.0,72725400,0
2026-04-01,BBCA.JK,Valuasi BBCA plus Target Harga Saham - investor.id,0.0,6500.0,132798100,1
2026-04-01,BBCA.JK,"IHSG rebound didukung de-eskalasi perang Iran, saham bank menguat - IDNFinancials",0.6,6500.0,132798100,1
2026-03-31,BBCA.JK,Saham BBCA Jadi Sorotan: Peluang Rebound di Tengah Tekanan Asing - Ajaib,-0.6,6450.0,150657800,1
2026-03-31,BBCA.JK,"Cek Rekomendasi Teknikal Saham BBCA, PWON, dan BUMI untuk Rabu (1/4) - kontan.co.id",0.0,6450.0,150657800,1
2026-03-31,BBCA.JK,"Genera-Z Berbakti 2026 Dimulai, BCA Tawarkan Pendanaan dan Ajak Mahasiswa Kembangkan Desa Wisata - BCA.co.id",0.0,6450.0,150657800,1
2026-03-30,BBCA.JK,Aksi Borong Direksi BBCA: Sinyal Kuat Saham Bank BCA? - Ajaib,0.0,6450.0,242278100,0
2026-03-30,BBCA.JK,"IHSG melemah tertekan saham bank, dolar AS tembus Rp17.002 - IDNFinancials",-0.6,6450.0,242278100,0
2026-03-30,BBCA.JK,"BBCA Jadi Target Jual Asing, Net Sell Tembus Rp 2 Triliun - CNBC Indonesia",-0.6,6450.0,242278100,0
2026-03-30,BBCA.JK,Saham BBCA Siap-siap Jadi Segini - investor.id,0.0,6450.0,242278100,0
2026-03-30,BBCA.JK,Saham BCA Melorot 10 persen jelang Pembayaran Deviden - RRI.co.id,0.0,6450.0,242278100,0
2026-03-27,BBCA.JK,Direktur BCA (BBCA) Nilai Sentimen Global Jadi Faktor Utama di Balik Tekanan Saham Bank - InvestorTrust,-0.6,6700.0,283556500,0
2026-03-27,BBCA.JK,Bursa Efek Jakarta & Indonesia | Pasar Keuangan Indonesia - IDNFinancials,0.0,6700.0,283556500,0
2026-03-27,BBCA.JK,"Breaking News! IHSG Turun 1%, Saham BBCA Rontok - CNBC Indonesia",-0.6,6700.0,283556500,0
2026-03-27,BBCA.JK,Jahja Setiaatmadja Borong 802.056 Saham BCA (BBCA) - Media Asuransi News,0.0,6700.0,283556500,0
2026-03-27,BBCA.JK,Saham BBCA Malah Anjlok - investor.id,-0.6,6700.0,283556500,0
2026-03-27,BBCA.JK,Saham BBCA Babak Belur - investor.id,0.0,6700.0,283556500,0
2026-03-26,BBCA.JK,"Direksi dan Komisaris BCA (BBCA) Serentak Borong Saham, Fokus Investasi Jangka Panjang - KabarBursa.com",0.0,6875.0,145934900,0
2026-03-26,BBCA.JK,FAC Sekuritas - FAC Sekuritas,0.0,6875.0,145934900,0
2026-03-26,BBCA.JK,"Kemarin Turun Harga, Pembayaran Dividen Saham BBCA Cum Date Hari Ini (27/3) - TradingView",0.0,6875.0,145934900,0
2026-03-26,BBCA.JK,"Direksi dan Komisaris BBCA Kompak Borong Saham Senilai Total Rp26,1 Miliar Oleh Warta Ekonomi - Investing.com Indonesia",0.0,6875.0,145934900,0
2026-03-26,BBCA.JK,"Direksi dan komisaris BCA kembali serok saham, segini dana yang digelontorkan - MSN",0.0,6875.0,145934900,0
2026-03-26,BBCA.JK,"Direksi dan Komisaris BCA Kembali Serok Saham, Segini Dana yang Digelontorkan - kontan.co.id",0.0,6875.0,145934900,0
2026-03-25,BBCA.JK,"Saham BBCA dan BBNI Siap Bagikan Dividen Setelah Lebaran 2026, Simak Jadwalnya! - Ajaib",0.6,6900.0,314281100,0
2026-03-25,BBCA.JK,"Lianawaty Suwono Borong Saham BCA (BBCA), Tujuannya Demi Ini! - Media Asuransi News",0.0,6900.0,314281100,0
2026-03-25,BBCA.JK,BCA Sebut Outlook Negatif Lembaga Rating Dipicu Sentimen Global - Bloomberg Technoz,-0.6,6900.0,314281100,0
2026-03-25,BBCA.JK,Informasi Penyesuaian Status Rekening Giro dan Tabungan - BCA.co.id,0.0,6900.0,314281100,0
2026-03-25,BBCA.JK,"BCA (BBCA) Cetak Laba Bersih Rp9,22 Triliun per Februari 2026 - Bisnis.com",0.6,6900.0,314281100,0
2026-03-17,BBCA.JK,"Direktur Borong Saham BBCA, Habiskan Dana Rp2,02 Miliar Oleh Warta Ekonomi - Investing.com Indonesia",0.0,6775.0,160903900,1
2026-03-17,BBCA.JK,Saham BBCA Siap Naik ke Pucuk - investor.id,0.6,6775.0,160903900,1
2026-03-16,BBCA.JK,Bursa Efek Jakarta & Indonesia | Pasar Keuangan Indonesia - IDNFinancials,0.0,6750.0,127757500,1
2026-03-16,BBCA.JK,"Investor BBCA Siap Cuan! Dividen Rp 281/Saham Cair 8 April, Simak Tata Caranya - kontan.co.id",0.6,6750.0,127757500,1
2026-03-16,BBCA.JK,Saham BBCA Mengarah ke Pucuk - investor.id,0.0,6750.0,127757500,1
2026-03-13,BBCA.JK,Terobosan! BCA Bakal Tebar Dividen Interim 3 Kali Pada Tahun 2026 - BCA.co.id,0.6,6875.0,107940600,0
