Date,Ticker,News_Text,Keyword,Source,URL
2026-05-06,ADRO.JK,Prospek Pasar Saham Hari Ini: Empat Emiten Unggulan dan Proyeksi Penguatan Terbatas IHSG - Jabaronline,Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMitwFBVV95cUxPbS1XN2doWTNsVElWdkZ1dWxiM2hrTkpMU2ZWT3lhR05lcnVLSHJjSjJvZHVBdnNta3ZROVhUU2o5eDlLM0F4LUZiVjYzdUxzdGw1Yi04dm5TRFlWeGMtcGxsYUlqZVBNT0p0UDkyaUtIcjQ2dUhUSTJtaC0zV3h2Nk5DYXN6Yk85dG9WRVZfVHhzLTBmNHM4ZTMxa0plOFU3QTRzTjJ3QUNNeDZvQjdwbmV5aEZSOHc?oc=5
2026-05-06,ADRO.JK,"Proyeksi IHSG Hari Ini: Potensi Penguatan Terbatas di Tengah Rekomendasi Saham Unggulan ADRO, INDY, INET, dan RAJA - bisnismarket.com",Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNcFRTSTNqUFRlMGl3dklad0s5RmlTeGJYYkhFRDRlY3Jhb2dETDM2SFJhVGNobnJEUGlUelp5U1paRFpvUTh4ZkxMY01Vd2k0X1ZPMjNzbmx0dE9xWXY0dEdNOFJCRFZjNzBsaVBNc21reUZfRFhvZ2MybXNvQV9XazhJZXpwd3pBY1RWTkVzT193QXRQWFFaalk4SV8zQzZGSlhDX3RJWU5ZNS1BYm9rSjltcGo0b1ZKTjJKRTZCekw0Q1ZzNGtaNkd5M3dCNTVwQVJtWm1hcw?oc=5
2026-05-05,ADRO.JK,"Update MSCI & Analisis Saham PANI, ADRO, Grup Prajogo - maybanktrade.co.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMikgFBVV95cUxNS1F3N19mQmY4TkZPZTJuVGhjNWxvd3p4TkUwTkJraXM5ZkRyWlRkX1hpa2lhVmoxSFNlaUdfQnNiS0gyUE5HNHdQUTZnbDdvWTljU3FOM1hfc1Q4d001Q1lkekxUM2FURlB2bUp6TURLUks0LXdhM09JNUJiWFZ4RTFhYUNtQWp6OFN2b1JkSFpJUQ?oc=5
2026-05-05,ADRO.JK,"Senyap, Manuver TP Rachmat Borong 77,2 Juta Saham ADRO - Emitennews.com",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMihwFBVV95cUxPbFZUc2hMY2FPUVpDNy16ekZMcFhwVUZEVUZLZXF1U1JxT0VPNGJtRTI4RmN5Q1BuQXRkRTA3Mko2ak9UbURHTXk4OVlZdHJNeWpXZVJXTW5jbjVyWXhhdmJPMWxjMXI2NnhROWdXZXlaVG1OWWpFcFFOSWFFQjZDSXhqVGMzZ1E?oc=5
2026-05-05,ADRO.JK,"PT Adaro Andalan Indonesia Tbk, Langkah Strategis Garibaldi Thohir Perkuat Diversifikasi Energi - #Lelemuku",Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMiggFBVV95cUxPM3JiWHI5alNadnM5dG1pd0JCQmdNQlJWWnJtMFFyNmx0VzU5MUxaMXZwSzVCYXRBV1JGcW42T0JsQkpwbV81QUtYdlA0d2o2azVDSlNrU2dHNXh4ZndYbHpKQkJ3UHIyb2RHZ3E0a1pTMFlIN2RBZXhEUXBvYTBweFNn?oc=5
2026-05-05,ADRO.JK,Saham Batubara Unggulan 2026: Rekomendasi & Prospek Investasi - Shoesmart.co.id,Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMiigFBVV95cUxPZ3BSSVhGZVdaQ3pBWjRWNmlQOXZaYURkY3FSNmd3d01CaWhGc3ZGclJaNFV6ZWkwY05KQkotMkNFNFdzYnJRT3Y4Vm9WQ055Z3ZaWUtmX1F6SV8wMWw0YlVJbWVtX3VNa1pxaXF2dk5uS0lic2t3QzEtMEkwa21QVEFtXzU3ZFpwR3c?oc=5
2026-05-04,ADRO.JK,"IHSG Koreksi: Cek Saham Rebound BUMI, ADRO, dan SSIA - maybanktrade.co.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMikgFBVV95cUxPdURUdlgzaHJLbmF4NG5OcnZ3WG1oRUQwTG02Q3ozVDlYbTQ2MnVfZ3JrN05vRVhMYjlLUWxuVThTNGRpXzc1QkEtSzNRVFJDTXN0TXdKcUFUbUtiT1diVTdtM3RHaVNZeUhRRGhDZi1zUmF1NkwxNDVOX3NPWUtWX0d0enJWYzhMakJQNkNva3Z6UQ?oc=5
2026-05-04,ADRO.JK,"Saham AADI Mendadak Anjlok, Ini Gara-garanya - investor.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMiggFBVV95cUxNcEZsVnZCcDMyWUMybXBJSGprX3AwZ3NxVU9OeVFjc0dNc0UwN0tRS0RTNGpURTNkUE9KTWRmOUlvNExVQkJVWUxPVzBRWG5kUHBCc2VwR0N6and4WHhScFZrNFItcEw5VkJNMWt6b0JGMHRoTy1TWWVMQWhmU09Ec29n?oc=5
2026-05-04,ADRO.JK,"BBRI, ADRO, AADI hingga CPIN Direkomendasikan Buy , Ini Daftar Saham Pilihan Pekan Ini - TopBusiness.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMivgFBVV95cUxQcXJPSWt4NlRSblV4R3NTdm1oX0sxYy14Qms2dE9SU0VSUGhyVmZIWmFMRS1YQk92cG5pYXFWa0ExYnVCZFRJYXFwOGZ1bjUyTmVER0gzNksxNE1UN2Z6bWF0ZVpzNUhZeGpJWnNhc1hnTEVRQkhKaVl6UjVGeHFLREtETEVqdDJRWV9NZGUwVTlDUi1GdGNWODNlM1FrNmRhQzd6V2tfODZVT01yc3BuTzF4SVBGb0NiajBTNTBR?oc=5
2026-05-04,ADRO.JK,"Jebakan Dividen Mengintai Investor, Cek Rekomendasi Saham dan Prospeknya - TradingView",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5tME1yWnFpZlVhdkdBVUY5TlR1WFdLRkpldnpRMXRlYXZtdXk0SlBIXzRKbDBNQVpYWVYxVmw5NmE3OS1ZM2xrVV92OUg2MUNiZFBOSVJrcV9hM0FYaG1lWV81VkNDdw?oc=5
2026-05-04,ADRO.JK,Cara Cuan Kilat Saham ADRO - investor.id,ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMibEFVX3lxTE1YWlJHNW03V01YcnhBLXAybGZQMUN3WHlNaXU3czljNjNsNXlzSElCbGFrVnhvNms1bnRGTXM2VkRHLTNEVWpiM2hacDVCQXItVEhjNk1BdlF3SHA1bUIyaDlvU1Bwa0pRbEZZWg?oc=5
2026-05-04,ADRO.JK,"Beda Arah usai Laporan Keuangan, Saham ADMR Menguat, AADI-ADRO Loyo - IDX Channel",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMirAFBVV95cUxOVDhLQnRybmlZQmh6RWFQdmZqSmUyUWI2b2ZaSk5WMFdieFpnMlNDYkZ5UjItQkRValZYdE5aekFqRHZwVHA0X2VfSG5vU0sxbDU0M0FPdkZBVlh4UTNWYjRST3dJcENYZkFialpMNzN6MjlIbldpTjJud1lhMFI3dllWR0dSaUJuc2k1SHcwWGN5NFJQREhiMkFVa0pGQlN6NHA4THlHNXF0MU1t0gGsAUFVX3lxTFBBR2VETnAxZ2F2N1NQUnRqZkNZeW0td291bFU1UXc0QVpuOGpDUFFORy1VM0JWNENOeFRJN3kyYU1JT3NtOVJaU3ZwTXhjdmR0MVFpUS1WaE9iMG1FZUVuMXUyR2I3REFaZktvaHF0OFRrWl9nNjlFWnBrTXN1OWJfZmZRRVRUazVybWJyaWdVdlZIV3FyZGJPVTQyUkhwY253dFF4YWt0QUNlTHM?oc=5
2026-05-04,ADRO.JK,Rekomendasi 4 Saham Pilihan dari BRI Danareksa Sekuritas untuk Trading di Mei 2026 - Desakarangbendo.id,Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQeEE4QnE2SFhibmp1cHhydHh2Wkl3dUlYTVJOa0NLenJmLXNpdktnZ2FKNzV2TUFKWndyYU5NVXoxS0xvX09fQW5lUHRwUFl1dWd2aFo5SGl1VnRwN3dMMklsZFRYR0ZfVHUtcVAtVlFtWUVwa1VpZ1VfMXJRR3RrVTdRdldmazJmZUI3d3lveWNfV2lyTEpFLWFzdS0wLWJiblhWM2UydzFJMUJGeURCckNEUGRZUERrNDB5ckwyUzNoVWVNd1JxZTM5SnlNTllZM1U3UFdxTG4?oc=5
2026-05-03,ADRO.JK,"AADI hingga EMAS Melonjak, Saham Boy Thohir Kuasai Top Gainer BEI Sepanjang Ytd - InvestorTrust",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMipgFBVV95cUxQSkEzS1NlU0prSnZRVWlkaXhFbDhSSEdpUWpFWnFrN0x0X045bFRxYk5scDlSdzl3ME43YnJEYVZxUk1XZzh1ZVVuY05kaUtyVFdZbEdCdzJVcGk4SjNZWklIZ1ZPYzhuN3ZpZDEtOHhwYzJkRzZWcnIyZDR0UzVCeFlxb3c1YVJUX1k5TFR0X1R6TXRvQVlZQjNDWUhrX0FETklnLTd3?oc=5
2026-05-03,ADRO.JK,"Saham ADRO Dikeker, Cara Cuan Cepat Diungkap - investor.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMigwFBVV95cUxPa3hncDlXeUM3bjFCeUZFa1ZQQUt2allmNjVlN2NMUW43R0dVeGwyQmkxZnNHdENDM09TVVFMYmIyZExiZ3BoeGpodlB1OEF2c29TVHJHUUVVMU5wRV9TNm1UeEl5b1JWVEhXV0RBUDFZZGdTTnVKSS1NM3pUZTE0dncwZw?oc=5
2026-05-03,ADRO.JK,IHSG Sepekan Jatuh Kebawah Level 7.000: Investor Asing Bidik Saham ADRO dan BRPT di Akhir Pekan - Sinar Harapan - Sinar Harapan,ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQaVF0d0I5RXpUeVB0MEtZRUw5VHdSN0xTckdudklVZ19kUzRrc1hZR282Rm9EOU9kWlhYOVU1bWIxNHBtbHRtWG94WDE1a0xaQmVlMVJtMy1ra29WTnM5ZmZRZGdsNElXTUpVdUJBMEJTeTk2NktWY3hjNHNGM18wNTRhamluWDNCU2FqSlQwMnRkY0g5dE9Db3dtbFB6QWdKQnpUcFlqb1Voakx0V3NyQUZvalMtcUNhczNhUDZuQ3VfUlhCbDhSUjJBZ1lPYnJReEZnaC1yejHSAd4BQVVfeXFMUEZlX1lUNlY1TXVsYVJVSlFxaWdYUm02UDQ0dXRwd3VWOVF6ZXpFZkZRT0FMVzROWjJNNl95bVJWRDB3cWc5REtHN3J4SjM1MDdNbnNkQXNZZnlPZ0s2TmhEbVVCeGU4RHJ6dHg4d0pVZjVBR21ZNUxsX3hnc0NuZGVFZVZPNWEwVF9XX1pmOXdwMnlqU2FHdXpJWXZickxvYVpBTmdDLVRBdm93VVdaeVJjMl9kSlFoNjNNWGUxVlRJelJlUkRQS2RBaXo5RC04bk53dmdPVXJrYVU2ZE9R?oc=5
2026-05-03,ADRO.JK,"Alamtri Resources (ADRO) Raih Pendapatan US$ 470,91 Juta pada Kuartal I-2026 - kontan.co.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMirAFBVV95cUxPSzEta3MzVldfSHRkT013ejQ2dTZ5eTI4REt4bFBkUjFxN25NUHNqX3pyaXotbDFUVGtOWU0zbm1jUFVHWUF1ZnpsbC1nWmxoZmNPMHg0c01tTXVtbVFOc2tqRXhhNkhpQkJRWXVaLU5yWjdVRWhmSFdXbnF5VEVES0poaXZ3Qi0zdkVTeks3X1ZpN0ZwTkFaR045ZlRrNThYYkdhRlFBQmxPb2h40gGkAUFVX3lxTFBDdWJoOVZWQzdfbS1TdjRKV1VPd2hDMk01bDhZaGMxUUQ2ZVZWa2MtVm1WTTNNSmpqaC03clR1RmVYWXktcUhucm92azVMUGY2V3VQSHBlVmFPNVVzQmgtMU1tVVNDSGROZndpcTU5Zjl1MDhMREl0MDd3TzVQS2J4UWdjcUY1Y1d5b0dOMW0yTWw5b0dxOWtYTEdyOVc4Zy1zSi1l?oc=5
2026-05-03,ADRO.JK,IHSG 4 Mei 2026 Diprediksi Tertekan Rilis Data Ekonomi Domestik - Sultra Media,Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMickFVX3lxTE1uWWU4bTc4LXlWRFRhNkZRVWl1QllfRFJidUpxVVJ4ek4tMXRIVVFVbks3TW41SHNrSHR1MFRCdWljNHAwMVY3eEdLZndkYUxZYUxibVFGLUtvdE02Zm92T0I5bFR2T0J4R3dpMFNtbllkdw?oc=5
2026-05-02,ADRO.JK,"Laba ADRO Melonjak, Sahamnya Masih Murah? - investor.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMifkFVX3lxTE96Mmx5eFBvbnY2dDVSSVAxQzZGNXdTb2l2TmxheTlGNUNfanRwRlNQVHRTbC1ES21OcDJDM1V4ZWtfUlJNRlIwX29HRGVpd0tLWjVLVVRnN21MbFQtQVcxM0U5QWxLY29hYjhhUGxaWGQ2VVMwaHVXVDBQUWZvdw?oc=5
2026-05-01,ADRO.JK,"Saham BUMI, BBCA, dan BRPT Dorong Kenaikan Indeks Bisnis-27 - patrolmedia.co.id",Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMimwFBVV95cUxOeXNNdzYwcGZuaFAtLVpoRFBORDNxUmRfNjA4WktSOWR1dnpoNXQ0RUh0TXd1S0ZMR1F4R2J0OFR0czQ1OU5jdHItcHRSa05qVjlFRkFGY1NMUGJQSGZhSHRDXzczNUxFVGJoUGhFc3NJcVQtMlpsTDVPX3JpR2ctTnB0ZlBZQUNFTWpCcjZpRkZQRl93b2p5QTI0NA?oc=5
2026-04-30,ADRO.JK,"Reliance Sekuritas Jagokan 4 Saham, Ada ADRO hingga BKSL - InvestorTrust",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMimgFBVV95cUxPV1p3MUVEdnNEVW5ISUNCdk8zemF1RWdWQzFBZ2tyRU5vWnJBeXFyOUFaTFhEZ1pWczZLS3lyWDBFSVNWcUI1a1dmbmUwbkpTdXktRk9CLW96bjNvWWFWVTFOdjBCSEx3RXI5elBWM0ppb0lLcGxUYk9JZlpaajY1RzNaNTZTRDBFekxvbGI2dmV1aHdvd2wwYmh3?oc=5
2026-04-30,ADRO.JK,"Potensi ADRO, ADMR, & DSNG: Strategi Cuan Pasca Dividen - maybanktrade.co.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMikwFBVV95cUxOdFNJcnZMbmowcU9qdWNvUTV2Q3lld3MtYTA1S2t6VWh0ZklsdGlza2JXc0FhNV93OGVaVnBJeEpqQkU2Ym44Y1pVb0FaTlBaVWJnZUF2OTB0LXNhT0h4X3IxUUZNVHEwVU1SaTJjbHVWNFUxV3VkdWtvNkhUTTdmZzZhN2ZaQ1F0VGx3bjZWM1JpM3c?oc=5
2026-04-30,ADRO.JK,"Usai Dividen, Momen ADRO & ADMR Lanjut? Potensi DSNG & Update Active Watchlist - maybanktrade.co.id",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMisgFBVV95cUxOejBhRjFSQ2QzQ05lR1VpUUNjX1NieTNIMm5HaGFVbE03X19FWFBLNkFWUlBHcmZTV1hiZEphY3JKeDJhcVNXaVJnbThjaUhoX1Zwb0FlaXlMa3FpVy1zX3JGdEtjQm96YjVWV0dpWmxsV1pySGRkS25xemhBYlZ0OEpIMnhSdHlPYTRqZXRhVE1BeVU3MGlUMnJOc1NPU0dpZVd4X0V4LVhZZ2l2aUNSdlZ3?oc=5
2026-04-30,ADRO.JK,ADRO Akhirnya Tetapkan Dividen Final Segini per Sahamnya - investor.id,ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMilAFBVV95cUxNSVVjQkd4aURva2xqT0ZyMUpXVGZkZWd2dUdEVGR0NkVSNjVoNHlZUjFjd0tjM0ktRVhIejhmQUdrc2R4Zm1jWGp0YVc5Vzh2b0NNSExNNG51ZUZURU5vak9UOVRNTmNGRnZ4ZGxqaFJ6X2dfekFkZEZ3eGN5MXZ6M2lVYktoWXhRQXppSWtFd0hOZ1g0?oc=5
2026-04-30,ADRO.JK,Indeks Bisnis-27 Melemah 30 April 2026 Saat Saham ADRO dan BUMI Menguat - Babel Insight,ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMidEFVX3lxTFAtS0dsSEhyMGlMaUtycFpEUjhicXUyOWYyYXNmdUZ3c0ZER0NVRWtTQ3FnN1hTUEE1dG9ONTFwN25ZWGlOUWNBU3ZPVnJsNkEtM1lLQTgtVlBVaGdjY2ltVDRoUmR5V09IMmxyWHNfX1JKMFdN?oc=5
2026-04-30,ADRO.JK,"Rapor IHSG April 2026 Tinggalkan 7.000, Saham EMAS-ADRO Masih Cuan - Bisnis.com",ADRO saham,Google News RSS,https://news.google.com/rss/articles/CBMitAFBVV95cUxONUZkOTA2cllyVl9RWEY5bEIzcWpqX3VxejFOWXVENnBkaklhZ2txU3Q3djRFakFrR2pUTW9fclFoVHBremcySkVLTFNUa3Rla3lwaUFoRzZoUzRJY283NG9rZnFUcTJsZEN1b2I0ZHJSV0tIUGpUU1pJQ1NwQUhfdWN6TGRraklIYzlfV0xjVTVGQ3hCUFUtazFEYkhTRVhmamlobXRoWl9PVktxeEhDQ05jc2w?oc=5
2026-04-30,ADRO.JK,"Indeks Bisnis-27 Menguat ke Level 471,69 pada 28 April 2026 - Babel Insight",Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMidEFVX3lxTE9RWTB4NzJzQW40NkxDY2xfbVVpMmhucTJBb3Yyakg3T01ab1NyZEkyVzB5Uk5KSFNBNS0wdHZNTktOYXQ5dVZvRzNmSFpOUm9jU01mQlJ1aXN4cFRtNlRsNzk5SFBiZnhNUkU1QzRRYWZqSk16?oc=5
2026-04-30,ADRO.JK,Peluang IHSG Menguat Hari Ini dan Daftar 5 Rekomendasi Saham Pilihan per 30 April 2026 - Desakarangbendo.id,Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOR3UxQkVmS3owcERfRmdXMW1NMWlmTHdvTGNnbzJpTG5SWnlwdHM3b1NqWWwyRzJqeUJTUklYV2t2TjNUcFRTd2hDc29JVVFOXzdMOFppVnc4WTU1dnlEQTZjZWJudnNoOFdoanJPREdwRFJsX0RKU1BISVZWSC1qVDBYbDJjalFzNkYya3FjbjZXQjlSUnBJY096SWJPSkxQbFZtamlmTUlGNWoxd1lBUk5jZmJmTmNVNV9BcmJzN2pPdTN0bUdicE1uRzdxWUlmdkgxUW9hWjc2WHF2ZkE?oc=5
2026-04-30,ADRO.JK,BNI Sekuritas Berikan 6 Pilihan Saham Unggulan Saat IHSG Alami Tekanan di April 2026 - Desakarangbendo.id,Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPTUNhalE3bExicHQySlBlZy1UcnJmRDAyX2tDNS1ETmJWcWJSeDZHRWoyMGxHUzMwekJFQjRsTUw1WGRnYkFFZnhsTmNSc0FldG02ellWenBoRXlWZWM3N3RGWlN1azZFdGphNmF4QUMzcEJybEt6NnE1WWJRUnFFSXZaYlR2NEV2ZEpBWVNuM2x5M3g3NUdkdGdOR051WjJ0R2hEM24zeG1Cb25sZEJDcXA4YVlzT0dIODNQelJLNExaS1dHUzNhQWZ1YVBIMVhfRXJVbmU0czlyMlk?oc=5
2026-04-30,ADRO.JK,Analisis IHSG dan Daftar Saham Pilihan dari Kiwoom Sekuritas untuk Perdagangan 30 Mei 2026 - Desakarangbendo.id,Adaro Energy saham,Google News RSS,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPenFXN2ZDd1RrbUVwMUdFSUhwLTVLWlBrLTc5UVROaUN0Q2dxQzFrak1udl9XcFE0aU5ZVEpiU0FSQlBhMzNVVDVucmFaRnE2RUZGTE9ka3prd2V2QlM5OEdfSktDLTgxWXdFWXN5S0g4aFZiazY0QXJaT3BUMTRvQm5MRklKR0ZsX2xMOFp3enp6eDhHMzFxVjNiZk1aVTh0STk0UzE1X3U2U2paSlFVc0MzQXlGZHAyTnVJUHJMaldUR0pIUFBOaHgyQjVIR1dYT040dkNVU1FiSFpnU3FPNkxndw?oc=5
